Serving HTTP on 0.0.0.0 port 8000 (http://0.0.0.0:8000/) ...
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /who-we-are.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /events.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /resources.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /media.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /donate.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /who-we-are/ HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /who-we-are.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /events.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /resources.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /media.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /donate.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /give.html?runner=sarah-mitchell HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:39] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /give.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:41] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /give.html?runner=angus-anderson HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:42] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:43] code 404, message File not found
127.0.0.1 - - [14/Jul/2026 01:34:43] "GET /assets/runners/does-not-exist.jpg HTTP/1.1" 404 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /give.html?runner=sarah-mitchell HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:45] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /who-we-are.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /events.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /resources.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /donate.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /give.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /media.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /404.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /media.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /give.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /donate.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:46] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:34:47] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:04] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:04] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /who-we-are.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:05] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /events.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:06] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:07] "GET /resources.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:07] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:07] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:07] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:07] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:07] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /donate.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /404.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:08] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:09] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:11] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:12] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:13] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /events.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:14] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:15] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:16] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:16] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:16] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:18] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:20] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:21] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:22] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /tough-mudder.html HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /js/dashboard.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:25] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:26] "GET /give.html?runner=angus-anderson HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:26] "GET /assets/diy-logo.svg HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:26] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:26] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /give.html?runner=angus-anderson HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /js/nav.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:27] "GET /assets/favicon-64.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /data/tough-mudder.json HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /give.html?runner=angus-anderson HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /css/site.css HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /assets/fonts/fraunces-latin-var.woff2 HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /js/give.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /js/shared.js HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /assets/logo.png HTTP/1.1" 200 -
127.0.0.1 - - [14/Jul/2026 01:35:28] "GET /js/nav.js HTTP/1.1" 200 -
